Region,Month,Slope,Intercept,Std Coef,Std Intercept,Slope in Original Units,Intercept in Original Units,Std Coef in Original Units,Std Intercept in Original Units,R-Value,P-Value,Scaler X Mean,Scaler X Scale,Scaler Y Mean,Scaler Y Scale
AK,Jan,0.11652127261027097,-6.102235074323154e-18,0.15510993686063232,0.15510993686063232,1.911180048581358,-16.010350339562308,2.5441107020541085,36.60045233641897,0.11652127261027097,0.45681229401358714,14.384782967964567,0.21194212857996325,-14.334217121912525,3.47627140110883
AK,Feb,0.3213092182185312,1.5109678454462828e-15,0.1478925439080848,0.1478925439080848,4.730259220062811,-16.206036138267912,2.177248674278512,31.322648917408333,0.3213092182185312,0.035645642082712536,14.384782967964567,0.21194212857996325,-11.584072768587973,3.120175678101004
AK,Mar,0.0973477492977334,3.6248554991602227e-16,0.15543200346184363,0.15543200346184363,1.0781620926978608,-9.29338813336876,1.7214665499055801,24.765610379173964,0.09734774929773343,0.5345869333645916,14.384782967964567,0.21194212857996325,-7.893061887301039,2.3473369495347205
AK,Apr,0.548931281239011,2.568458318395041e-15,0.1305405691988638,0.1305405691988638,4.8821388750440065,-9.420370359472352,1.1610145193723256,16.70275453967782,0.5489312812390111,0.00013805115233561093,14.384782967964567,0.21194212857996325,-1.5241130145224593,1.884991693066368
AK,May,0.5264675639609003,2.3604096091064148e-15,0.13277818511107944,0.13277818511107944,4.609153279914914,-0.5634973010259836,1.1624552950641667,16.723482034748734,0.5264675639609004,0.00028739396835747737,14.384782967964567,0.21194212857996325,7.009624346224571,1.855525057891385
AK,Jun,0.3782584274860267,9.950806860794898e-16,0.14457005745682006,0.14457005745682006,1.9193200507447932,8.568275852744685,0.733562532521372,10.553283112112094,0.3782584274860267,0.012383790001922626,14.384782967964567,0.21194212857996325,14.009441237934743,1.0754149740552221
AK,Jul,0.1393520064961637,-1.9383568761161668e-15,0.15464996023952024,0.15464996023952024,0.6983748458984294,13.988681762147992,0.7750418875629644,11.150019392463198,0.13935200649616372,0.37280853128204006,14.384782967964567,0.21194212857996325,15.993230131745696,1.0621666318847856
AK,Aug,0.24182699237557634,3.5022127580027332e-15,0.15153842833553627,0.15153842833553627,1.3809326464918255,10.217721292580595,0.8653474156499451,12.449185806013539,0.24182699237557634,0.11821085761909045,14.384782967964567,0.21194212857996325,13.696350093698882,1.2102776520020884
AK,Sep,0.37275131658228794,1.568320113691237e-15,0.14491851840007358,0.14491851840007358,2.693895167451266,2.724342890961795,1.047334453360603,15.067313977164702,0.37275131658228794,0.013827774374554598,14.384782967964567,0.21194212857996325,8.086289681021059,1.5317179324700143
AK,Oct,0.6202734631684355,2.926433037141553e-15,0.1225004560358893,0.1225004560358893,6.237250180181458,-10.033408929741325,1.231821183481259,17.721403583812346,0.6202734631684357,9.143422926559674e-06,14.384782967964567,0.21194212857996325,-1.1109097812756177,2.131214953031846
