Region,Month,Slope,Intercept,Std Coef,Std Intercept,Slope in Original Units,Intercept in Original Units,Std Coef in Original Units,Std Intercept in Original Units,R-Value,P-Value,Scaler X Mean,Scaler X Scale,Scaler Y Mean,Scaler Y Scale
AK,Jan,0.134291393534626,1.7165493963834616e-15,0.15475912216484172,0.15475912216484172,2.377068875196929,-22.30047074831285,2.7393646217245573,39.40944243839341,0.134291393534626,0.39058488819330883,14.384782967964567,0.21194212857996325,-20.368718197851734,3.751551189767905
AK,Feb,0.3324682433402604,2.1318411039897403e-15,0.14728973166155443,0.14728973166155443,5.438463574798189,-23.594074564688484,2.4093424157908503,34.66162937802463,0.3324682433402605,0.02938506982917475,14.384782967964567,0.21194212857996325,-18.811591040498406,3.4669162223342638
AK,Mar,0.08542331395949326,2.010548031575974e-17,0.1556029074773957,0.1556029074773957,1.1655385293566622,-17.873192822511886,2.123087662354377,30.54346995565128,0.08542331395949328,0.5859948687098054,14.384782967964567,0.21194212857996325,-16.644396990800278,2.89179505457899
AK,Apr,0.49077832407493727,2.397411270083564e-15,0.13607177415759306,0.13607177415759306,5.437271391459889,-16.47384959077265,1.507522089951353,21.68773173070427,0.4907783240749374,0.0008336678941964716,14.384782967964567,0.21194212857996325,-9.414109913573299,2.3480802143107464
AK,May,0.5420398257388319,2.5400900097463026e-15,0.1312410579823154,0.1312410579823154,4.372568365590286,-8.553939609792398,1.058705414529029,15.230900538837595,0.542039825738832,0.00017383123268353894,14.384782967964567,0.21194212857996325,-0.7568143565459661,1.7097109894119442
AK,Jun,0.49798953003324353,3.1715122218890352e-15,0.1354312378831691,0.1354312378831691,1.9360303936681245,-1.3807540494349473,0.5265150710626588,7.574627058199938,0.49798953003324364,0.0006785206096187089,14.384782967964567,0.21194212857996325,5.782717260411934,0.8239659227416588
AK,Jul,0.33303769205715594,5.827749084537314e-16,0.1472583506820285,0.1472583506820285,1.2947027717057542,3.3483976675257336,0.5724751261851763,8.235824232337334,0.333037692057156,0.029091745767575648,14.384782967964567,0.21194212857996325,8.139072587919738,0.8239369532581401
AK,Aug,0.3643449967375141,4.16186811340476e-16,0.14543900937375112,0.14543900937375112,1.7921766116304312,0.9741658122917061,0.715399946073963,10.291989891248017,0.3643449967375141,0.016306760323320162,14.384782967964567,0.21194212857996325,6.215189515824604,1.0425221404476348
AK,Sep,0.4221336762071558,1.923283809441293e-15,0.1415767618567735,0.1415767618567735,3.088046567608019,-4.644325307266284,1.0356805394751785,14.89965676030231,0.4221336762071559,0.004807379395272755,14.384782967964567,0.21194212857996325,1.4279760084426805,1.5504263212862297
AK,Oct,0.6285459569638354,2.8631497018699207e-15,0.12146764900876886,0.12146764900876886,7.46533957733277,-15.85823970813384,1.4426904468385626,20.755041395442692,0.6285459569638355,6.38535802752498e-06,14.384782967964567,0.21194212857996325,-6.816742531817471,2.51727012649162
AK,Nov,0.33184012018557657,1.0438531118973683e-15,0.14732427603140003,0.14732427603140003,4.628092752420448,-20.299048649143533,2.054695537643877,29.559557306476066,0.33184012018557657,0.02971145375127721,14.384782967964567,0.21194212857996325,-15.525600540210737,2.9559048757122675
AK,Dec,0.08628764968773854,3.049323616199716e-16,0.15559127518891075,0.15559127518891075,1.1472658607423416,-19.939974052642583,2.0687150351131853,29.761246623097257,0.08628764968773855,0.5821955082311476,14.384782967964567,0.21194212857996325,-18.698744939068707,2.817946362576703
WY,Jan,0.39586128933379566,2.316753136291553e-15,0.14341597689741073,0.14341597689741073,3.7472714036798944,-16.656407559328017,1.3575931861458796,19.53080290950431,0.3958612893337958,0.008597676065311475,14.384782967964567,0.21194212857996325,-10.962028826842738,2.006270123050752
WY,Feb,0.10592270647003438,-2.757628431283532e-18,0.15529518550278046,0.15529518550278046,1.0458591750924153,-11.577221867344134,1.5333529515855928,22.059343398109032,0.1059227064700344,0.49902796107989245,14.384782967964567,0.21194212857996325,-10.053546723393273,2.0926733006645675
WY,Mar,0.12636299212940277,1.360913298690485e-15,0.1549218838735489,0.1549218838735489,0.8176033723023485,-7.686494745457901,1.0023872699115475,14.420688323589486,0.12636299212940277,0.41941024987245823,14.384782967964567,0.21194212857996325,-5.868790528493828,1.3713239623390905
WY,Apr,0.1102546541571742,7.068801186068639e-16,0.1552216284304542,0.1552216284304542,0.6928123090412415,-4.122429193766498,0.9753733810886666,14.032057219807372,0.11025465415717423,0.48153611827685017,14.384782967964567,0.21194212857996325,-2.536439922507555,1.3317906314891426
WY,May,-0.008259678256421446,-4.001102730803069e-16,0.1561684345323047,0.1561684345323047,-0.04895365331937248,2.5681046969087054,0.9255827123265948,13.315751519212952,-0.008259678256421448,0.958076774411112,14.384782967964567,0.21194212857996325,2.449291017804867,1.2561435402410657
