Region,Month,Slope,Intercept,Std Coef,Std Intercept,Slope in Original Units,Intercept in Original Units,Std Coef in Original Units,Std Intercept in Original Units,R-Value,P-Value,Scaler X Mean,Scaler X Scale,Scaler Y Mean,Scaler Y Scale
AK,Jan,0.12304470383140526,-7.165921516572381e-16,0.15498701761989075,0.15498701761989075,2.1227032358542646,-19.332006384428,2.6737554203708367,38.4655658826136,0.12304470383140528,0.43182283829308377,14.384782967964567,0.21194212857996325,-17.562035024455756,3.6563153727198547
AK,Feb,0.33202757760495044,1.94743180398275e-15,0.14731397427709267,0.14731397427709267,5.2546536064644815,-20.577882081131772,2.3313843741580804,33.54009815506448,0.33202757760495044,0.029613734919994177,14.384782967964567,0.21194212857996325,-15.801737437905548,3.3541866562347202
AK,Mar,0.08877234024133025,-2.9471133410343943e-16,0.15555717885356476,0.15555717885356476,1.1252222957902513,-14.286036974651854,1.9717448637765007,28.36620035754084,0.08877234024133025,0.5713357491889572,14.384782967964567,0.21194212857996325,-13.009066126722011,2.686444987786719
AK,Apr,0.5120340237063459,2.320961642401206e-15,0.13414782150236892,0.13414782150236892,5.197560251813785,-13.071783774304011,1.3617090908552492,19.590015731499395,0.512034023706346,0.00044837948051966464,14.384782967964567,0.21194212857996325,-5.706285471074602,2.1513843459429687
AK,May,0.5323570903627854,2.505117683674023e-15,0.13220419611993692,0.13220419611993692,4.2759262719208815,-4.693820751644212,1.0618725770369415,15.276464428930488,0.5323570903627857,0.00023830990928999426,14.384782967964567,0.21194212857996325,2.964020454681558,1.7023327614633945
AK,Jun,0.424852749416314,2.5195173646177646e-15,0.14137824558508655,0.14137824558508655,1.8756319289302386,3.506904894030904,0.6241540200453894,8.97929458919029,0.424852749416314,0.00451478455625431,14.384782967964567,0.21194212857996325,9.618319487727616,0.9356781237644322
AK,Jul,0.20853100515341746,2.1339085055509013e-15,0.15274039987314242,0.15274039987314242,0.9181998261691366,8.697736463289877,0.6725436752647111,9.675444826678211,0.20853100515341752,0.17961473911138462,14.384782967964567,0.21194212857996325,11.697409714513288,0.9332196211151761
AK,Aug,0.3026849720068405,2.590696888963707e-16,0.14884775391942928,0.14884775391942928,1.5688854694853285,5.100668625420708,0.7715119675133489,11.09923674750085,0.3026849720068406,0.0485066193731959,14.384782967964567,0.21194212857996325,9.45472625540354,1.098544548466651
AK,Sep,0.40818172558569804,1.8399372123081003e-15,0.14257113576599886,0.14257113576599886,2.885706724177147,-1.7564863914010411,1.007929702299076,14.50042366382597,0.40818172558569804,0.006583126965422945,14.384782967964567,0.21194212857996325,4.115119142638495,1.498359155354227
AK,Oct,0.6250180090926974,2.9408843124981937e-15,0.12191085190594872,0.12191085190594872,6.943086708465774,-13.549081312182551,1.3542611623537961,19.482867268226006,0.6250180090926976,7.451294229055419e-06,14.384782967964567,0.21194212857996325,-4.5583329003147925,2.354384280932362
AK,Nov,0.3195533000638662,1.2161604532626364e-15,0.14798530649031183,0.14798530649031183,4.282301047505968,-17.64784655518139,1.9831359365473575,28.530076251649458,0.3195533000638662,0.03672385727270974,14.384782967964567,0.21194212857996325,-13.051141687065817,2.840214759313165
AK,Dec,0.06501796078305572,6.943736152961072e-16,0.1558433128666702,0.1558433128666702,0.8245579966151511,-16.79210222609547,1.9764054162199831,28.433248669326694,0.06501796078305573,0.6787080599552551,14.384782967964567,0.21194212857996325,-15.856832971211581,2.6878507851601054
WY,Jan,0.38499316788828375,1.6101012518437344e-15,0.14413579815317318,0.14413579815317318,3.3247775691898407,-12.15751848424466,1.2447479814914617,17.907372949867426,0.38499316788828386,0.010794442699101436,14.384782967964567,0.21194212857996325,-6.619475320022553,1.8303193247145813
WY,Feb,0.08881229640519571,6.840210080164442e-16,0.15555662258304773,0.15555662258304773,0.8213879406551658,-6.711378782345644,1.4386784156083086,20.69732293307524,0.08881229640519574,0.5711618750074905,14.384782967964567,0.21194212857996325,-5.433833173670364,1.9601644769787074
WY,Mar,0.12592786566327802,5.000684429384703e-16,0.15493052515756,0.15493052515756,0.9140317020016037,-2.5103472978418715,1.1245438875334035,16.178075475507455,0.12592786566327807,0.4210263027012475,14.384782967964567,0.21194212857996325,-0.69890228065662,1.5383554981372007
WY,Apr,0.07432858624312104,1.3860591814486294e-16,0.15574175476488736,0.15574175476488736,0.6044967207917988,2.5231544057195276,1.2666106649438378,18.221897039954715,0.07432858624312104,0.6357146274633032,14.384782967964567,0.21194212857996325,3.5923549871424605,1.723674943919422
WY,May,-0.08965784070969184,1.9761967936499843e-16,0.15554479172935579,0.15554479172935579,-0.6936809792448227,10.693032521897962,1.203447044777958,17.31320345700237,-0.08965784070969185,0.5674880837782331,14.384782967964567,0.21194212857996325,9.403323941912706,1.63979214905059
WY,Jun,0.2455766533535043,1.3438472450506343e-15,0.15139128010199046,0.15139128010199046,2.2045125975248667,12.182991480028852,1.3590216316688448,19.551353018521283,0.2455766533535043,0.11244090773394586,14.384782967964567,0.21194212857996325,15.71555834051808,1.9025794432021765
WY,Jul,0.5313522130287357,2.4858931709189315e-15,0.13230275937884003,0.13230275937884003,4.248909001062066,12.712491063968343,1.057946822101033,15.219987167032974,0.5313522130287357,0.0002461077970669386,14.384782967964567,0.21194212857996325,20.35587732793438,1.6947756982033293
WY,Aug,0.25145326090572206,1.7186079659164535e-15,0.15115581184052362,0.15115581184052362,1.5736682804089215,15.596371255216479,0.9459774179746115,13.609156775274664,0.25145326090572206,0.10383150832531696,14.384782967964567,0.21194212857996325,19.21347183993226,1.3263960221764122
WY,Sep,0.5773453840650394,1.503060817736366e-15,0.12751588208100728,0.12751588208100728,4.423026518985919,5.040439199598643,0.9768955353294032,14.0539554546962,0.5773453840650397,5.050446558217194e-05,14.384782967964567,0.21194212857996325,13.345427246930383,1.6236826015636727
WY,Oct,0.16020408646206505,9.663840907587603e-16,0.15415660794368752,0.15415660794368752,1.34196956124965,3.1197483159434682,1.2913121012984308,18.57726040649667,0.16020408646206505,0.304788094514268,14.384782967964567,0.21194212857996325,5.424249330281304,1.7753597400782808
WY,Nov,0.42970709093575743,1.9845346264906977e-15,0.14101996191506036,0.14101996191506036,4.2462927605655665,-7.724621498188544,1.3935354012221244,20.04787998822627,0.42970709093575754,0.004030871063333594,14.384782967964567,0.21194212857996325,-1.5433782552822592,2.0943762512462296
WY,Dec,0.25044315016025,1.5292753835632834e-15,0.15119670829248621,0.15119670829248621,2.3010207052195635,-10.171244373664383,1.3891645913231794,19.98500001242619,0.25044315016025004,0.10527429527316905,14.384782967964567,0.21194212857996325,-6.568674012795827,1.947281152863437
ID,Jan,0.2909846358343214,1.0618486971661418e-15,0.1494157680734686,0.1494157680734686,2.6998003793018324,-10.388022730681621,1.3863025659818886,19.94382593065178,0.29098463583432144,0.058347288273375174,14.384782967964567,0.21194212857996325,-6.202271897192703,1.966431792831901
ID,Feb,0.1663687992332217,7.680168238085767e-16,0.15399726182564888,0.15399726182564888,1.5347658163208933,-6.848914355096706,1.4206373691842353,20.437778228825433,0.16636879923322176,0.2863066867150162,14.384782967964567,0.21194212857996325,-4.455735285485942,1.9551835168733998
ID,Mar,0.15856807242601634,7.237759415985682e-16,0.1541978588322996,0.1541978588322996,1.2053226381033815,-2.2629087837763895,1.172103356962712,16.8622823744397,0.15856807242601634,0.3098179085222376,14.384782967964567,0.21194212857996325,0.018058523720342144,1.6110345647572757
ID,Apr,0.08566718945693715,7.030280052160673e-17,0.1555996373318983,0.1555996373318983,0.7276094286978336,3.1731029518677163,1.321576719656053,19.012657624386488,0.08566718945693715,0.5849217439776768,14.384782967964567,0.21194212857996325,4.4054068796812595,1.8001184825911452
ID,May,0.03676775881650829,-1.6363350216030966e-16,0.15606816302513232,0.15606816302513232,0.2655305791188471,9.235006525950318,1.127098062106292,16.214820710154054,0.0367677588165083,0.814925355639207,14.384782967964567,0.21194212857996325,9.763902756744256,1.5306104574492323
ID,Jun,0.1610024361385016,2.9042752744929873e-15,0.15413632037095995,0.15413632037095995,1.335177431847026,12.50573077182256,1.2782374063595585,18.38916334431418,0.16100243613850163,0.3023526793288955,14.384782967964567,0.21194212857996325,14.82171587298848,1.757615311448797
ID,Jul,0.49109244869134394,1.1356794497808853e-15,0.13604412903480087,0.13604412903480087,4.7548126973461455,13.090338269293813,1.3171946623447854,18.949615839440963,0.49109244869134405,0.0008263006368346964,14.384782967964567,0.21194212857996325,20.15459656092507,2.052047688291692
ID,Aug,0.3889043064753602,3.1723838112868875e-15,0.14387947534137804,0.14387947534137804,2.582893572203886,14.001855533799294,0.9555702157154125,13.747162065768359,0.3889043064753603,0.00995416515056198,14.384782967964567,0.21194212857996325,19.596159577754126,1.4076058106676679
ID,Sep,0.48535009181127714,1.2585652581144107e-15,0.13654582795233935,0.13654582795233935,4.032965549072568,7.014996376448279,1.13461319837455,16.322936047496093,0.48535009181127725,0.000970584368519763,14.384782967964567,0.21194212857996325,13.996652110635177,1.7611108298552915
ID,Oct,0.1223443176006413,9.699938616985444e-16,0.15500054035710947,0.15500054035710947,1.0561946610707658,4.7755750628122255,1.3381148090804724,19.250580271866085,0.12234431760064134,0.4344686824371842,14.384782967964567,0.21194212857996325,6.535471518861178,1.829689756354958
ID,Nov,0.4027173685128479,2.0286714730447294e-15,0.14294965181353847,0.14294965181353847,3.761916969089591,-6.720793598927091,1.33534027317633,19.210664843251575,0.4027173685128479,0.007419613589473953,14.384782967964567,0.21194212857996325,-0.9277916554399663,1.979821960285021
ID,Dec,0.22419428379943834,9.610917804357586e-16,0.15219827593585045,0.15219827593585045,1.9250012088382935,-9.339908267404823,1.306821298895,18.800381061958333,0.22419428379943843,0.14837624548256376,14.384782967964567,0.21194212857996325,-6.114922152291649,1.8198004284764568
MI,Jan,0.29605008337843264,1.3824671409757254e-15,0.14917286977323005,0.14917286977323005,3.336276675727099,-11.21185176041232,1.681073554840146,24.184502847405017,0.29605008337843264,0.05390722165429473,14.384782967964567,0.21194212857996325,-6.9532355633657525,2.388439050974432
MI,Feb,0.051982752639948344,3.9165763083254484e-16,0.1559626122667626,0.1559626122667626,0.6256877902848711,-6.7649302061614875,1.8772361462300544,27.0065654135339,0.051982752639948344,0.7406043818545822,14.384782967964567,0.21194212857996325,-6.017169591358444,2.5510307816512157
MI,Mar,0.15585273506418867,6.826713766281305e-16,0.1542653656791512,0.1542653656791512,1.5646431082092644,-3.2507685413030414,1.5487071250039754,22.28023382237826,0.15585273506418867,0.318281832158648,14.384782967964567,0.21194212857996325,-1.0088607724410064,2.1277380258053515
MI,Apr,-0.0007621015019472862,2.9593658809927786e-16,0.1561737165358406,0.1561737165358406,-0.005515223091103754,5.355666567844057,1.130207571381401,16.259555180993466,-0.0007621015019472862,0.9961301396498417,14.384782967964567,0.21194212857996325,5.344703903138986,1.53379585073006
MI,May,0.0008027368206928025,5.79757407949452e-17,0.15617371157047358,0.15617371157047358,0.006072287143351695,11.702015709884659,1.181373018470044,16.99563891584331,0.0008027368206928027,0.9959238000422419,14.384782967964567,0.21194212857996325,11.713562904830718,1.6032321295539669
MI,Jun,0.3988538324996659,1.6530011067675447e-15,0.14321360647821074,0.14321360647821074,2.486637166527591,11.117031586080241,0.8928591067793582,12.844978465139326,0.398853832499666,0.008065039848724037,14.384782967964567,0.21194212857996325,16.854457402528826,1.3213441394733187
MI,Jul,0.35480513542401176,-8.019246626220435e-16,0.1460131397258603,0.1460131397258603,2.3709469231979203,14.918036451569705,0.9757170058031459,14.037000723238164,0.3548051354240119,0.01956550485466679,14.384782967964567,0.21194212857996325,20.02183132056339,1.4162803394944166
MI,Aug,0.48818256682629924,1.5016071360223516e-15,0.13629932818821294,0.13629932818821294,2.9846642748275483,12.703313931298014,0.8333106570581437,11.98829396867884,0.48818256682629935,0.0008968268577249774,14.384782967964567,0.21194212857996325,19.725714203838187,1.2957777325313637
MI,Sep,0.6865504533651774,4.144047951040798e-15,0.11355115694484966,0.11355115694484966,4.229130340326628,5.797845437160763,0.6994717440805812,10.062841294297057,0.6865504533651775,3.7192224415058197e-07,14.384782967964567,0.21194212857996325,15.673724705376518,1.3055571982765408
MI,Oct,0.3140877575014537,1.4255444798575304e-15,0.1482704253677198,0.1482704253677198,2.3765812588830233,4.263015698516618,1.1219052820736128,16.14011558905766,0.3140877575014538,0.040252339392611046,14.384782967964567,0.21194212857996325,8.781099923069714,1.6036845713369945
MI,Nov,0.3203087477688479,1.8574275217565735e-15,0.14794546672493,0.14794546672493,2.7925697142484958,-2.491180067606011,1.2898431048612762,18.55612691806905,0.32030874776884793,0.03625674436706788,14.384782967964567,0.21194212857996325,2.11639175178937,1.847789589165034
MI,Dec,0.2702971175045542,1.1883991902133483e-15,0.15036049918070715,0.15036049918070715,3.045071549645497,-7.6686680983283635,1.6939081055422351,24.36914511193065,0.27029711750455426,0.07959814574455917,14.384782967964567,0.21194212857996325,-3.780502726158935,2.387664921729252
PR,Jan,0.6462144942200961,2.2693492137832127e-15,0.11918491755332063,0.11918491755332063,1.7039410060149023,14.638077085868007,0.31426727523762304,4.521157203947114,0.6462144942200962,2.861079204630559e-06,14.384782967964567,0.21194212857996325,23.933732335977083,0.5588498664446261
PR,Feb,0.579158996757937,4.734419838406407e-15,0.12731513201830155,0.12731513201830155,1.5827581945308282,15.704251562133166,0.3479339345805983,5.005497354560109,0.5791589967579371,4.721397917250063e-05,14.384782967964567,0.21194212857996325,24.035328034440184,0.5792073379746666
PR,Mar,0.5644681345480271,-9.557825853738588e-16,0.12891439067807467,0.12891439067807467,1.5892842057241223,16.445117897840287,0.36296398761156456,5.221724871361786,0.5644681345480272,8.05737983123598e-05,14.384782967964567,0.21194212857996325,24.56486950564548,0.5967321392719421
PR,Apr,0.5278349209680655,6.085408344662684e-15,0.13264571336207057,0.13264571336207057,1.0841556049863792,17.875167713635996,0.2724499420295195,3.9195586533480404,0.5278349209680655,0.0002752496228214491,14.384782967964567,0.21194212857996325,25.46795849467435,0.4353221765079329
PR,May,0.6773033383680122,1.0253487075217069e-14,0.11489764138566518,0.11489764138566518,1.5286448120764682,16.35986587103542,0.25931908714229157,3.730653654816181,0.6773033383680123,6.105447030217203e-07,14.384782967964567,0.21194212857996325,26.102727396937144,0.4783443650150267
PR,Jun,0.6842275196288189,4.8586981093934324e-15,0.11389262180674606,0.11389262180674606,1.7888215122560611,16.731917246304082,0.2977570561407306,4.283635508593312,0.684227519628819,4.219479895002693e-07,14.384782967964567,0.21194212857996325,26.574381616873357,0.554094402930253
