state,month,member,intercept,slope,resid_std
AK,Apr,0,-8.691923093956328,4.714598400889006,2.3716205105279133
AK,Apr,1,-8.598259017862162,4.613862628200603,2.3716205105279133
AK,Apr,2,-7.9889754204721495,4.483665017148758,2.3716205105279133
AK,Apr,3,-9.501561366040374,3.0482212814212044,2.3716205105279133
AK,Apr,4,-8.33450532056271,4.551851266650994,2.3716205105279133
AK,Apr,5,-9.388572152645736,5.425189608717517,2.3716205105279133
AK,Apr,6,-8.935126507112384,4.329325546947871,2.3716205105279133
AK,Apr,7,-9.20363883590655,3.077856483353209,2.3716205105279133
AK,Apr,8,-8.890524400590081,3.4156683687318585,2.3716205105279133
AK,Apr,9,-8.747919898167568,5.672433743208568,2.3716205105279133
AK,Apr,10,-8.983668074008245,3.413592705394712,2.3716205105279133
AK,Apr,11,-9.059859295823243,5.050734565678669,2.3716205105279133
AK,Apr,12,-8.845448304546043,4.000299971185376,2.3716205105279133
AK,Apr,13,-8.745729624353212,4.09059704756525,2.3716205105279133
AK,Apr,14,-8.556250424089468,5.944391274288217,2.3716205105279133
AK,Apr,15,-8.537764249153877,4.438809171521931,2.3716205105279133
AK,Apr,16,-8.961227108670782,4.115132340566469,2.3716205105279133
AK,Apr,17,-8.415894895572608,2.283343540413918,2.3716205105279133
AK,Apr,18,-9.112017425816132,5.993177999084066,2.3716205105279133
AK,Apr,19,-9.221893050096936,5.5063091204697825,2.3716205105279133
AK,Apr,20,-8.473520723294595,3.8158311176836146,2.3716205105279133
AK,Apr,21,-9.073978176546547,7.351236553395815,2.3716205105279133
AK,Apr,22,-8.252573318669027,2.589046184571103,2.3716205105279133
AK,Apr,23,-8.875637907743597,3.876891885221059,2.3716205105279133
AK,Apr,24,-8.411792835257208,2.2332319253857205,2.3716205105279133
AK,Apr,25,-9.167207619973592,3.5399467255994335,2.3716205105279133
AK,Apr,26,-8.497976901178141,3.081059004965711,2.3716205105279133
AK,Apr,27,-8.777776534916352,4.505113303603281,2.3716205105279133
AK,Apr,28,-8.998781809079913,4.636052709932282,2.3716205105279133
AK,Apr,29,-8.528621688104174,5.775394641290745,2.3716205105279133
AK,Apr,30,-8.91636686730365,6.290658155894314,2.3716205105279133
AK,Apr,31,-8.969120035539346,4.636738091332106,2.3716205105279133
AK,Apr,32,-9.03925009558674,5.725613137888978,2.3716205105279133
AK,Apr,33,-8.644349944961638,3.243872503440955,2.3716205105279133
AK,Apr,34,-8.46969858363096,4.27948769011032,2.3716205105279133
AK,Apr,35,-9.165699499404353,4.261347552559055,2.3716205105279133
AK,Apr,36,-9.007611171995315,4.084116485454727,2.3716205105279133
AK,Apr,37,-8.233040474741696,3.2124696945180644,2.3716205105279133
AK,Apr,38,-8.82571159830515,4.014555914749775,2.3716205105279133
AK,Apr,39,-8.506992439255121,7.134027918632996,2.3716205105279133
AK,Apr,40,-8.745345872398016,2.8172996594246285,2.3716205105279133
AK,Apr,41,-8.92062123789426,3.9026439714201153,2.3716205105279133
AK,Apr,42,-9.053135837120884,2.665082472921256,2.3716205105279133
AK,Apr,43,-9.284720897394312,5.591697748298436,2.3716205105279133
AK,Apr,44,-8.590078828900321,3.407381154991834,2.3716205105279133
AK,Apr,45,-8.966645631218293,4.573116454577576,2.3716205105279133
AK,Apr,46,-9.224947869326257,5.924539590813443,2.3716205105279133
AK,Apr,47,-8.641322714509652,2.2444275728270604,2.3716205105279133
AK,Apr,48,-8.772656647359003,3.1806852010209137,2.3716205105279133
AK,Apr,49,-8.966842491409171,2.9188855678434176,2.3716205105279133
AK,Apr,50,-8.380650029447343,2.4946068828211847,2.3716205105279133
AK,Apr,51,-8.318048409692466,3.766480110142499,2.3716205105279133
AK,Apr,52,-8.90577362876011,5.282662181205422,2.3716205105279133
AK,Apr,53,-9.222402778452294,3.9915215703476785,2.3716205105279133
AK,Apr,54,-8.23396298341593,4.467931018267779,2.3716205105279133
AK,Apr,55,-8.801068424527903,4.690874094071703,2.3716205105279133
AK,Apr,56,-8.14986064366601,3.7196662893212395,2.3716205105279133
AK,Apr,57,-8.58212876199734,4.862732348733383,2.3716205105279133
AK,Apr,58,-9.022700928250739,4.755900456791363,2.3716205105279133
AK,Apr,59,-9.14664988453086,3.8206550804204213,2.3716205105279133
AK,Apr,60,-8.851758028299221,2.827411277341327,2.3716205105279133
AK,Apr,61,-9.296162736824034,2.5493200569741887,2.3716205105279133
AK,Apr,62,-9.135362201111535,4.091318412770661,2.3716205105279133
AK,Apr,63,-8.407887674858442,1.2928165423858418,2.3716205105279133
AK,Apr,64,-8.479448429759287,3.2818666128742255,2.3716205105279133
AK,Apr,65,-9.067027570160866,5.317770029112165,2.3716205105279133
AK,Apr,66,-9.802423638614217,6.494702480713343,2.3716205105279133
AK,Apr,67,-9.009364849493108,6.236626753608518,2.3716205105279133
AK,Apr,68,-8.811323277354157,5.185061996689691,2.3716205105279133
AK,Apr,69,-8.878477147467486,3.5935129762074514,2.3716205105279133
AK,Apr,70,-9.38971002920702,4.465549629563765,2.3716205105279133
AK,Apr,71,-8.894519478622279,5.824919699244031,2.3716205105279133
AK,Apr,72,-8.8330793426265,4.993605956120073,2.3716205105279133
AK,Apr,73,-9.492328824916726,5.922224258627524,2.3716205105279133
AK,Apr,74,-8.93062782724579,6.140554858896288,2.3716205105279133
AK,Apr,75,-8.428984151963476,2.2001760415190064,2.3716205105279133
AK,Apr,76,-8.843443804235843,3.3780206479420647,2.3716205105279133
AK,Apr,77,-8.89310123987825,3.730667829682811,2.3716205105279133
AK,Apr,78,-9.057028006042037,4.626237858767674,2.3716205105279133
AK,Apr,79,-8.664575620482598,5.023837646349788,2.3716205105279133
AK,Apr,80,-9.206328404312162,3.4059484646250486,2.3716205105279133
AK,Apr,81,-8.386123813750908,2.4897754272554744,2.3716205105279133
AK,Apr,82,-8.711256895558495,3.805284903929981,2.3716205105279133
AK,Apr,83,-8.196456378851675,-0.32521892626762466,2.3716205105279133
AK,Apr,84,-9.222626424008402,4.406454213070859,2.3716205105279133
AK,Apr,85,-9.116330285645278,4.3508711084497005,2.3716205105279133
AK,Apr,86,-8.262287818888746,2.2192956066442475,2.3716205105279133
AK,Apr,87,-8.842957868595548,5.982079924360412,2.3716205105279133
AK,Apr,88,-8.580314506271678,2.074755761854683,2.3716205105279133
AK,Apr,89,-8.956272301973558,3.938099030369288,2.3716205105279133
AK,Apr,90,-8.78614387533424,1.2782675640970074,2.3716205105279133
AK,Apr,91,-9.019768377239323,4.910171152516085,2.3716205105279133
AK,Apr,92,-8.293159625721051,3.5829113631761507,2.3716205105279133
AK,Apr,93,-9.421695315953908,3.7948984348782444,2.3716205105279133
AK,Apr,94,-8.920621098798325,3.7815744565656004,2.3716205105279133
AK,Apr,95,-8.285223650282882,1.550093197791436,2.3716205105279133
AK,Apr,96,-9.233322395430271,3.55016803471074,2.3716205105279133
AK,Apr,97,-8.228403370209055,1.688352165536766,2.3716205105279133
AK,Apr,98,-8.956258886391273,3.7917551191386276,2.3716205105279133
AK,Apr,99,-9.102976406972767,3.788113113709968,2.3716205105279133
AK,Apr,100,-9.204903998449064,6.719187428669871,2.3716205105279133
AK,Apr,101,-8.45565308213647,3.963437473140906,2.3716205105279133
AK,Apr,102,-8.479130980138423,5.392660646678102,2.3716205105279133
AK,Apr,103,-8.754146710348524,1.5952259860025293,2.3716205105279133
AK,Apr,104,-9.252146104344485,5.048277819795148,2.3716205105279133
AK,Apr,105,-8.847355293493186,5.880528741240918,2.3716205105279133
AK,Apr,106,-9.018925262299703,3.20200106477985,2.3716205105279133
AK,Apr,107,-9.096698124556045,3.014885426076029,2.3716205105279133
AK,Apr,108,-8.707808222118723,3.0155917991558505,2.3716205105279133
AK,Apr,109,-8.801635177504927,2.0779184738112737,2.3716205105279133
AK,Apr,110,-9.110544953433033,3.2044693970404667,2.3716205105279133
AK,Apr,111,-8.899043728564916,5.9890680439040445,2.3716205105279133
AK,Apr,112,-9.191679834732161,5.065652493460894,2.3716205105279133
AK,Apr,113,-9.003939401548088,1.160954773564652,2.3716205105279133
AK,Apr,114,-9.039669706634296,5.6786565520564745,2.3716205105279133
AK,Apr,115,-9.421323279657665,0.48794898400527625,2.3716205105279133
AK,Apr,116,-8.66802126698202,4.984415348213597,2.3716205105279133
AK,Apr,117,-8.841741039841763,5.052055775605421,2.3716205105279133
AK,Apr,118,-8.427554941762656,3.443675502831261,2.3716205105279133
AK,Apr,119,-8.938939146825298,4.62149055898028,2.3716205105279133
AK,Apr,120,-8.752147384102326,3.155355382691274,2.3716205105279133
AK,Apr,121,-8.462432240272522,2.668903600980535,2.3716205105279133
AK,Apr,122,-8.823581976878321,2.5467783839949054,2.3716205105279133
AK,Apr,123,-9.05454318392077,4.933284775500587,2.3716205105279133
AK,Apr,124,-8.832853654054508,0.2653532822240327,2.3716205105279133
AK,Apr,125,-8.6998088208918,5.213245514903978,2.3716205105279133
AK,Apr,126,-8.10000664378046,4.485986468093289,2.3716205105279133
AK,Apr,127,-8.326097498193432,4.9312524885755735,2.3716205105279133
AK,Apr,128,-9.12771054308366,6.233617482467914,2.3716205105279133
AK,Apr,129,-8.614533551644117,3.2398840264943645,2.3716205105279133
AK,Apr,130,-8.8407512754286,2.5472971967666735,2.3716205105279133
AK,Apr,131,-8.792954189164602,3.717241283921747,2.3716205105279133
AK,Apr,132,-8.609036433750633,3.2967157890030245,2.3716205105279133
AK,Apr,133,-8.597536920420135,5.255222192486205,2.3716205105279133
AK,Apr,134,-9.054593034559199,3.8963403662659846,2.3716205105279133
AK,Apr,135,-8.293470276837667,2.6240630778935103,2.3716205105279133
AK,Apr,136,-8.633114730687307,1.9883700830545596,2.3716205105279133
AK,Apr,137,-8.97020763529595,6.536642824544863,2.3716205105279133
AK,Apr,138,-9.18254953628599,2.6552999904015704,2.3716205105279133
